campaign_id,campaign_type,channel,region,impressions,clicks,conversions,revenue_generated,campaign_cost,customer_acquisition_cost,date
CAMP-01720,Social Media,Twitter,Latin America,22115,354,2,251.51,3032.22,1516.11,2023-01-23
CAMP-01721,Social Media,Twitter,Latin America,21819,425,7,717.26,1442.34,206.05,2024-04-27
CAMP-01722,Influencer,TikTok Influencer,Europe,61566,4855,291,51619.29,15300.36,52.58,2023-07-26
CAMP-01723,Influencer,Instagram Influencer,Asia Pacific,16610,544,10,1430.24,12273.75,1227.38,2023-01-09
CAMP-01724,Affiliate,ShareASale,Latin America,8955,470,11,1353.72,1379.73,125.43,2024-05-22
CAMP-01725,SEO/Content,Content Hub,Middle East & Africa,8561,657,30,3442.45,1511.67,50.39,2023-10-25
CAMP-01726,Influencer,YouTube Influencer,Middle East & Africa,6659,238,4,563.32,17609.6,4402.4,2024-08-28
CAMP-01727,Affiliate,ShareASale,Europe,10051,1219,172,40599.72,3400.84,19.77,2023-03-04
CAMP-01728,Influencer,TikTok Influencer,Asia Pacific,4992,79,1,134.3,6903.05,6903.05,2024-07-20
CAMP-01729,Affiliate,ShareASale,Latin America,75462,2933,138,21962.71,1345.58,9.75,2023-04-30
CAMP-01730,Affiliate,ShareASale,Latin America,54241,6586,768,108046.82,2883.71,3.75,2024-12-15
CAMP-01731,Social Media,LinkedIn,Europe,149126,8288,819,115558.43,11792.82,14.4,2024-04-25
CAMP-01732,Social Media,Instagram,Middle East & Africa,14111,470,14,443.6,4719.67,337.12,2024-12-02
CAMP-01733,SEO/Content,Content Hub,Latin America,24265,3939,208,20557.23,5164.42,24.83,2023-05-15
CAMP-01734,Affiliate,Rakuten,Latin America,5840,411,28,5349.12,2306.49,82.37,2024-03-02
CAMP-01735,Affiliate,Rakuten,Asia Pacific,74207,6810,467,113748.89,2998.76,6.42,2024-04-28
CAMP-01736,Social Media,Instagram,Asia Pacific,49023,1558,76,9584.58,7055.87,92.84,2024-12-08
CAMP-01737,Affiliate,ShareASale,Europe,62657,11414,1659,484429.09,5193.06,3.13,2023-06-27
CAMP-01738,SEO/Content,Organic Search,North America,51554,7918,1047,215587.09,4874.88,4.66,2024-03-01
CAMP-01739,Influencer,YouTube Influencer,Europe,18757,1380,101,23972.73,22145.84,219.27,2023-08-03
CAMP-01740,Email,SendGrid,Asia Pacific,40095,4598,472,107365.43,1841.49,3.9,2024-01-01
CAMP-01741,Social Media,Facebook,North America,36625,2219,142,28988.84,10544.61,74.26,2023-12-12
CAMP-01742,SEO/Content,Blog,North America,24304,5078,587,136004.17,4728.89,8.06,2024-07-29
CAMP-01743,Paid Ads,Bing Ads,Asia Pacific,103766,6457,548,98350.95,23753.58,43.35,2023-02-17
CAMP-01744,SEO/Content,Organic Search,Europe,177384,21055,1511,220287.78,3810.01,2.52,2024-12-07
CAMP-01745,SEO/Content,Content Hub,North America,6726,248,8,2173.1,1678.24,209.78,2024-12-24
CAMP-01746,Influencer,YouTube Influencer,North America,63257,5223,241,68346.33,16766.17,69.57,2023-04-19
CAMP-01747,SEO/Content,Blog,Middle East & Africa,41185,4373,176,21569.68,1670.62,9.49,2023-02-12
CAMP-01748,Social Media,Facebook,Europe,43388,1487,55,7956.77,6038.28,109.79,2024-01-06
CAMP-01749,Paid Ads,YouTube Ads,Middle East & Africa,8841,223,9,904.21,4311.94,479.1,2024-05-25
CAMP-01750,Email,Mailchimp,Asia Pacific,28407,3334,395,83943.74,2406.56,6.09,2023-12-09
CAMP-01751,Email,Mailchimp,Latin America,112619,32595,4265,540412.87,3146.71,0.74,2024-03-01
CAMP-01752,Email,Mailchimp,Latin America,6611,1370,89,8516.64,1970.28,22.14,2023-12-16
CAMP-01753,Social Media,Facebook,Asia Pacific,10310,380,21,1899.6,7769.58,369.98,2024-01-17
CAMP-01754,Influencer,YouTube Influencer,Europe,132561,4678,131,15187.9,10535.13,80.42,2023-06-05
CAMP-01755,SEO/Content,Organic Search,Europe,39416,5713,380,85782.41,4694.32,12.35,2023-05-22
CAMP-01756,Influencer,YouTube Influencer,Latin America,23108,1169,56,4658.97,9866.37,176.19,2024-06-12
CAMP-01757,Paid Ads,Google Ads,Latin America,12685,411,51,5349.84,11296.0,221.49,2023-05-30
CAMP-01758,Affiliate,Rakuten,North America,5576,746,123,36553.34,5916.81,48.1,2023-03-28
CAMP-01759,Influencer,Instagram Influencer,Latin America,44656,1477,23,2175.33,6246.06,271.57,2023-03-04
CAMP-01760,Email,HubSpot,Europe,4738,494,23,4437.13,1482.37,64.45,2024-08-11
CAMP-01761,Affiliate,Rakuten,Middle East & Africa,31645,1709,87,17265.07,970.34,11.15,2023-10-30
CAMP-01762,Affiliate,Rakuten,Middle East & Africa,63324,5591,858,58159.13,2783.8,3.24,2023-11-08
CAMP-01763,Paid Ads,Bing Ads,North America,45812,2214,204,58153.03,9321.31,45.69,2023-10-14
CAMP-01764,SEO/Content,Blog,Latin America,24747,2111,262,25770.14,1131.1,4.32,2024-04-01
CAMP-01765,SEO/Content,Content Hub,Middle East & Africa,6241,553,22,2322.52,1684.41,76.56,2024-10-29
CAMP-01766,Paid Ads,YouTube Ads,Europe,8787,223,8,2194.05,4492.82,561.6,2023-11-05
CAMP-01767,SEO/Content,Organic Search,Latin America,58021,7445,519,75403.73,2521.28,4.86,2023-05-10
CAMP-01768,SEO/Content,Organic Search,Europe,13375,2012,67,13154.43,3679.92,54.92,2023-04-06
CAMP-01769,Paid Ads,Bing Ads,Europe,9531,321,17,5788.22,4291.29,252.43,2023-01-24
CAMP-01770,SEO/Content,Content Hub,Asia Pacific,43244,6787,470,89361.01,1629.97,3.47,2023-09-05
CAMP-01771,Paid Ads,YouTube Ads,Middle East & Africa,30686,1648,123,22058.67,6479.14,52.68,2023-04-24
CAMP-01772,Paid Ads,Bing Ads,Middle East & Africa,9512,451,29,5217.55,5741.44,197.98,2023-12-29
CAMP-01773,Affiliate,CJ Affiliate,Latin America,8921,813,45,5303.35,1716.51,38.14,2023-11-02
CAMP-01774,Email,SendGrid,Asia Pacific,28282,5362,420,86228.52,1792.0,4.27,2023-08-30
CAMP-01775,SEO/Content,Content Hub,Middle East & Africa,20970,2408,102,8903.73,1044.17,10.24,2024-09-01
CAMP-01776,Paid Ads,Bing Ads,Middle East & Africa,14497,339,5,543.28,5701.81,1140.36,2024-11-19
CAMP-01777,Influencer,TikTok Influencer,Europe,29368,3481,147,43693.9,28235.52,192.08,2023-04-18
CAMP-01778,SEO/Content,Blog,Asia Pacific,3988,311,10,1746.69,2207.84,220.78,2024-04-10
CAMP-01779,Affiliate,ShareASale,Latin America,7989,350,12,1379.1,824.16,68.68,2023-03-25
CAMP-01780,Influencer,Instagram Influencer,Latin America,10659,375,6,728.75,8769.58,1461.6,2023-08-08
CAMP-01781,Paid Ads,YouTube Ads,Middle East & Africa,18622,669,35,2925.5,4247.31,121.35,2024-07-26
CAMP-01782,Influencer,YouTube Influencer,Middle East & Africa,10452,302,3,314.04,7150.55,2383.52,2024-05-25
CAMP-01783,Influencer,TikTok Influencer,Latin America,33009,2329,61,11481.98,25674.25,420.89,2024-03-02
CAMP-01784,Social Media,Instagram,Latin America,7049,241,14,1227.43,9095.31,649.66,2024-12-29
CAMP-01785,Affiliate,Rakuten,Middle East & Africa,14202,986,49,5892.18,1835.9,37.47,2023-05-01
CAMP-01786,Influencer,YouTube Influencer,North America,331927,19113,543,132526.64,14651.16,26.98,2023-06-10
CAMP-01787,Paid Ads,Google Ads,Middle East & Africa,23407,960,32,4202.76,1726.96,53.97,2024-02-23
CAMP-01788,Paid Ads,Bing Ads,North America,50307,6275,581,154824.77,8739.79,15.04,2024-06-19
CAMP-01789,Paid Ads,Bing Ads,Asia Pacific,7477,158,7,1261.31,5029.13,718.45,2023-11-07
CAMP-01790,Email,Mailchimp,Europe,2268,601,41,7280.99,1121.59,27.36,2024-08-26
CAMP-01791,Paid Ads,Bing Ads,Europe,55690,4581,497,178495.01,16048.2,32.29,2023-07-07
CAMP-01792,Influencer,Instagram Influencer,North America,21221,681,32,8997.01,26404.66,825.15,2024-07-14
CAMP-01793,Email,SendGrid,Latin America,4525,251,9,1092.88,708.78,78.75,2024-08-09
CAMP-01794,Influencer,YouTube Influencer,Latin America,13600,805,28,3606.56,18270.51,652.52,2024-05-01
CAMP-01795,SEO/Content,Blog,Europe,117041,2533,456,96202.03,9791.04,21.47,2024-05-31
CAMP-01796,Influencer,TikTok Influencer,Latin America,117658,8175,420,88113.62,15617.63,37.18,2023-06-02
CAMP-01797,Paid Ads,Google Ads,Middle East & Africa,13443,568,24,2279.85,2901.16,120.88,2024-11-11
CAMP-01798,Influencer,Instagram Influencer,Latin America,51377,3368,127,22480.26,11574.57,91.14,2023-12-14
CAMP-01799,Affiliate,ShareASale,Asia Pacific,4984,90,1,191.58,715.94,715.94,2024-10-23
CAMP-01800,Social Media,Facebook,Middle East & Africa,21162,264,8,679.34,6367.97,796.0,2024-10-07
CAMP-01801,Affiliate,ShareASale,Middle East & Africa,16434,536,16,2484.99,770.49,48.16,2024-10-22
CAMP-01802,SEO/Content,Blog,Europe,33878,3866,335,48447.55,4023.06,12.01,2024-09-25
CAMP-01803,Email,HubSpot,Middle East & Africa,25229,2799,176,19464.24,1489.05,8.46,2023-07-13
CAMP-01804,SEO/Content,Blog,North America,239897,42693,5654,713372.48,7506.69,1.33,2024-11-05
CAMP-01805,Social Media,Facebook,Asia Pacific,18866,435,15,1628.81,3412.17,227.48,2023-07-30
CAMP-01806,Affiliate,Rakuten,Latin America,47715,4152,401,83194.18,3112.25,7.76,2023-03-28
CAMP-01807,SEO/Content,Organic Search,Latin America,6081,220,4,304.68,767.95,191.99,2024-08-26
CAMP-01808,Email,SendGrid,Latin America,32345,3496,218,36189.69,1849.05,8.48,2023-07-04
CAMP-01809,SEO/Content,Organic Search,Latin America,7131,257,8,850.15,1150.38,143.8,2023-09-21
CAMP-01810,Email,HubSpot,Europe,5469,367,7,1730.72,561.97,80.28,2023-10-20
CAMP-01811,Paid Ads,Google Ads,Europe,17153,1881,210,52464.8,23811.0,113.39,2023-11-11
CAMP-01812,Affiliate,CJ Affiliate,North America,26110,2788,446,161289.57,4712.27,10.57,2024-09-21
CAMP-01813,Social Media,Facebook,North America,117170,13237,544,115523.0,16419.9,30.18,2023-11-02
CAMP-01814,Paid Ads,Meta Ads,Latin America,10825,390,16,2265.77,7794.06,487.13,2023-11-28
CAMP-01815,Email,Mailchimp,Europe,115413,25435,3049,802293.07,3834.42,1.26,2023-09-03
CAMP-01816,SEO/Content,Blog,Latin America,37892,4024,266,27288.98,3088.48,11.61,2024-06-04
CAMP-01817,Influencer,Instagram Influencer,Asia Pacific,12906,380,8,1106.46,8280.3,1035.04,2023-03-04
CAMP-01818,SEO/Content,Organic Search,North America,12250,389,3,493.77,957.8,319.27,2024-05-10
CAMP-01819,Affiliate,CJ Affiliate,North America,23363,2566,318,55640.12,4188.61,13.17,2023-10-03
CAMP-01820,SEO/Content,Content Hub,North America,37226,5745,402,62217.42,3803.11,9.46,2023-09-10
CAMP-01821,Affiliate,CJ Affiliate,Asia Pacific,15464,2950,344,65590.93,2729.81,7.94,2024-08-04
CAMP-01822,Email,HubSpot,Middle East & Africa,11762,860,46,4462.49,1807.72,39.3,2023-07-28
CAMP-01823,Social Media,LinkedIn,Middle East & Africa,16759,306,4,393.69,2395.55,598.89,2023-06-22
CAMP-01824,SEO/Content,Organic Search,Middle East & Africa,8121,106,0,0.0,500.0,500.0,2024-04-07
CAMP-01825,Influencer,TikTok Influencer,Asia Pacific,105802,5665,310,45261.32,29564.49,95.37,2024-10-30
CAMP-01826,Email,Mailchimp,Latin America,47760,7620,579,60724.3,1325.87,2.29,2023-10-07
CAMP-01827,Affiliate,ShareASale,Asia Pacific,18054,828,35,1697.89,824.65,23.56,2024-10-09
CAMP-01828,SEO/Content,Organic Search,North America,48467,8350,669,161250.92,2925.96,4.37,2023-06-15
CAMP-01829,SEO/Content,Blog,Asia Pacific,60580,11542,996,209067.15,5239.44,5.26,2023-04-02
CAMP-01830,Email,Mailchimp,Middle East & Africa,20143,2470,111,15252.55,1216.48,10.96,2023-10-14
CAMP-01831,Social Media,LinkedIn,Asia Pacific,17212,225,4,622.97,2526.58,631.64,2024-10-12
CAMP-01832,Affiliate,ShareASale,Asia Pacific,40124,6073,961,177208.79,5031.96,5.24,2023-09-09
CAMP-01833,Paid Ads,Bing Ads,Europe,26678,1332,132,36111.53,16734.52,126.78,2024-04-15
CAMP-01834,Paid Ads,Google Ads,Europe,38099,2596,347,112169.53,19392.78,55.89,2024-10-23
CAMP-01835,SEO/Content,Organic Search,North America,50652,10797,1111,227858.75,6453.98,5.81,2023-01-10
CAMP-01836,Influencer,TikTok Influencer,Latin America,24107,1022,23,3978.0,12049.08,523.87,2024-02-07
CAMP-01837,Affiliate,Rakuten,North America,6685,134,6,1865.12,549.32,91.55,2024-07-05
CAMP-01838,Affiliate,ShareASale,North America,152867,31911,9500,2734015.6,3702.56,0.39,2023-12-28
CAMP-01839,Influencer,TikTok Influencer,Asia Pacific,43387,2094,96,10075.69,20384.52,212.34,2024-02-01
CAMP-01840,Affiliate,CJ Affiliate,North America,18432,1986,250,71046.95,2775.72,11.1,2024-04-18
CAMP-01841,Social Media,Twitter,North America,16658,705,52,9453.91,9141.03,175.79,2023-08-15
CAMP-01842,Paid Ads,Bing Ads,Europe,37440,4666,1144,393941.8,9867.47,8.63,2023-04-03
CAMP-01843,Affiliate,ShareASale,Europe,43833,6599,618,112792.8,3077.66,4.98,2023-08-28
CAMP-01844,Paid Ads,Google Ads,Asia Pacific,53777,2142,120,13730.23,12052.3,100.44,2024-05-19
CAMP-01845,Affiliate,Rakuten,Europe,40521,5348,880,278213.18,5207.11,5.92,2023-01-08
CAMP-01846,Affiliate,ShareASale,North America,10675,762,83,18946.73,3635.44,43.8,2023-10-12
CAMP-01847,Influencer,Instagram Influencer,Middle East & Africa,8053,161,4,586.68,12567.95,3141.99,2023-07-18
CAMP-01848,SEO/Content,Content Hub,Middle East & Africa,17532,2501,134,13574.23,2688.97,20.07,2024-08-01
CAMP-01849,SEO/Content,Blog,North America,44873,2643,79,16178.22,1436.15,18.18,2023-05-11
CAMP-01850,SEO/Content,Blog,Middle East & Africa,30355,1412,60,6568.67,1919.95,32.0,2023-10-08
CAMP-01851,Affiliate,CJ Affiliate,Middle East & Africa,10772,501,35,5158.1,917.97,26.23,2024-09-21
CAMP-01852,SEO/Content,Organic Search,North America,38016,8685,671,109853.37,8340.72,12.43,2024-03-13
CAMP-01853,Affiliate,CJ Affiliate,Asia Pacific,26686,2570,294,61685.13,3122.14,10.62,2024-03-18
CAMP-01854,Influencer,YouTube Influencer,North America,169848,24647,2156,652676.98,37674.32,17.47,2024-11-27
CAMP-01855,Influencer,YouTube Influencer,Middle East & Africa,56616,1790,36,3562.65,15702.75,436.19,2023-02-14
CAMP-01856,Social Media,Facebook,Asia Pacific,29874,794,32,4213.78,2292.1,71.63,2024-03-06
CAMP-01857,Paid Ads,Google Ads,Latin America,7506,267,12,1369.09,9202.56,766.88,2023-07-19
CAMP-01858,SEO/Content,Blog,Europe,101936,19819,1924,279892.49,4217.79,2.19,2024-12-07
CAMP-01859,Email,Mailchimp,Europe,56350,9075,715,98258.61,500.0,0.7,2023-06-18
CAMP-01860,Email,HubSpot,North America,85134,15848,1737,473071.83,3561.23,2.05,2023-01-29
CAMP-01861,Email,HubSpot,Asia Pacific,19988,2198,539,136848.95,3038.07,5.64,2023-09-14
CAMP-01862,Influencer,Instagram Influencer,Asia Pacific,48196,1718,40,8810.03,10811.94,270.3,2023-02-25
CAMP-01863,SEO/Content,Blog,North America,25615,4211,355,78676.83,4682.9,13.19,2024-09-06
CAMP-01864,Email,HubSpot,Latin America,13337,13,0,0.0,674.56,674.56,2024-08-15
CAMP-01865,Email,Mailchimp,Latin America,12690,2920,328,49856.18,930.25,2.84,2023-11-17
CAMP-01866,Affiliate,CJ Affiliate,Europe,33711,3585,339,71533.23,4664.04,13.76,2023-03-05
CAMP-01867,Influencer,Instagram Influencer,Asia Pacific,70684,2280,42,9273.92,4241.12,100.98,2024-09-17
CAMP-01868,Email,Mailchimp,North America,9619,870,30,7809.85,576.53,19.22,2024-07-26
CAMP-01869,Influencer,YouTube Influencer,North America,202604,23020,1309,397814.14,27373.89,20.91,2024-09-24
CAMP-01870,Social Media,Facebook,Latin America,69712,2927,111,12623.59,4467.29,40.25,2024-01-29
CAMP-01871,Influencer,TikTok Influencer,Middle East & Africa,14861,442,4,583.24,1379.32,344.83,2023-04-14
CAMP-01872,Affiliate,CJ Affiliate,Latin America,141896,15368,1810,286222.93,3095.67,1.71,2024-06-13
CAMP-01873,Social Media,Facebook,North America,44099,2335,167,20413.16,8824.17,52.84,2023-01-13
CAMP-01874,Email,HubSpot,Europe,14666,1099,64,11551.63,933.95,14.59,2024-08-09
CAMP-01875,SEO/Content,Organic Search,Asia Pacific,44683,9352,952,179495.14,4838.85,5.08,2024-03-07
CAMP-01876,SEO/Content,Organic Search,Europe,15453,795,35,5690.81,2193.4,62.67,2023-09-06
CAMP-01877,Email,Mailchimp,Europe,16564,1427,52,8871.96,902.54,17.36,2023-11-16
CAMP-01878,SEO/Content,Content Hub,Asia Pacific,14059,2669,347,53477.36,5746.05,16.56,2023-11-15
CAMP-01879,SEO/Content,Blog,Europe,150495,54307,5692,821849.12,7613.3,1.34,2024-04-25
CAMP-01880,Paid Ads,Bing Ads,Asia Pacific,71553,9501,908,207980.67,8973.42,9.88,2023-01-09
CAMP-01881,Affiliate,Rakuten,Europe,46809,7167,1083,209839.12,4217.6,3.89,2023-02-28
CAMP-01882,SEO/Content,Blog,Latin America,9630,873,87,11536.06,4042.14,46.46,2023-12-19
CAMP-01883,Social Media,Instagram,North America,344554,14125,974,141649.38,12026.42,12.35,2023-12-16
CAMP-01884,Influencer,TikTok Influencer,Latin America,16442,680,17,1949.91,3597.84,211.64,2024-09-06
CAMP-01885,SEO/Content,Content Hub,Asia Pacific,15834,1487,53,6695.54,1788.14,33.74,2024-09-22
CAMP-01886,Paid Ads,Meta Ads,North America,21316,1760,133,38240.93,12300.07,92.48,2024-04-10
CAMP-01887,Email,SendGrid,Europe,67799,19705,2427,526260.38,3909.52,1.61,2023-01-04
CAMP-01888,Affiliate,CJ Affiliate,Latin America,94971,7834,723,109829.87,2790.15,3.86,2024-09-30
CAMP-01889,Influencer,TikTok Influencer,Asia Pacific,18138,866,27,5476.75,15338.37,568.09,2024-01-20
CAMP-01890,Social Media,Facebook,Asia Pacific,3752,36,0,0.0,1665.12,1665.12,2023-01-11
CAMP-01891,Email,HubSpot,North America,30644,7354,1134,272784.77,2639.8,2.33,2023-05-26
CAMP-01892,Social Media,LinkedIn,North America,128934,8841,575,69559.29,9004.16,15.66,2023-01-31
CAMP-01893,Paid Ads,Meta Ads,Europe,165944,24745,4853,1244195.42,21782.91,4.49,2023-09-26
CAMP-01894,Paid Ads,Meta Ads,Europe,13325,433,9,1786.62,3587.12,398.57,2023-07-20
CAMP-01895,Paid Ads,Google Ads,North America,20154,459,20,4051.93,5452.2,272.61,2024-11-24
CAMP-01896,Affiliate,CJ Affiliate,Asia Pacific,6283,489,32,4370.27,1154.37,36.07,2023-08-04
CAMP-01897,Social Media,LinkedIn,Asia Pacific,92557,5081,301,42466.19,7411.34,24.62,2024-11-07
CAMP-01898,SEO/Content,Content Hub,Latin America,2620,82,1,135.83,1103.98,1103.98,2024-12-29
CAMP-01899,Social Media,Instagram,Europe,36752,1090,77,13414.86,2297.3,29.84,2023-07-16
CAMP-01900,Affiliate,ShareASale,Asia Pacific,14881,1097,59,11044.69,2135.32,36.19,2024-09-05
CAMP-01901,Affiliate,CJ Affiliate,North America,25556,2578,217,64869.89,4678.86,21.56,2024-09-22
CAMP-01902,SEO/Content,Organic Search,Europe,141518,22194,2990,441761.75,1810.39,0.61,2023-12-02
CAMP-01903,Affiliate,ShareASale,Europe,53634,6559,641,146791.21,3279.76,5.12,2024-06-04
CAMP-01904,Influencer,Instagram Influencer,North America,94125,7878,492,120504.85,18980.4,38.58,2024-04-26
CAMP-01905,SEO/Content,Blog,Europe,21143,21,1,172.4,3660.66,3660.66,2024-06-04
CAMP-01906,Affiliate,Rakuten,Asia Pacific,40265,1169,96,10525.78,1712.7,17.84,2024-05-25
CAMP-01907,Social Media,LinkedIn,Asia Pacific,86485,3298,142,17804.64,4315.03,30.39,2024-06-22
CAMP-01908,Affiliate,ShareASale,Latin America,30916,1092,77,10219.62,2414.7,31.36,2023-10-02
CAMP-01909,Affiliate,Rakuten,North America,15355,2043,244,36424.64,3561.32,14.6,2023-08-01
CAMP-01910,Social Media,Twitter,Europe,104751,11691,1292,162067.24,10038.21,7.77,2024-02-10
CAMP-01911,Influencer,YouTube Influencer,Middle East & Africa,35469,1211,18,3935.39,10545.93,585.88,2023-06-10
CAMP-01912,Paid Ads,Bing Ads,Middle East & Africa,12783,304,9,1641.6,3713.82,412.65,2023-03-28
CAMP-01913,Email,SendGrid,Latin America,15844,1489,126,20524.17,1230.1,9.76,2024-06-15
CAMP-01914,SEO/Content,Blog,Latin America,6486,465,19,1928.7,1630.48,85.81,2024-06-08
CAMP-01915,Influencer,YouTube Influencer,Latin America,23377,262,4,472.21,14295.7,3573.93,2024-03-18
CAMP-01916,Influencer,YouTube Influencer,Asia Pacific,11696,208,3,710.45,4383.71,1461.24,2024-01-27
CAMP-01917,Influencer,Instagram Influencer,Asia Pacific,6585,113,1,204.91,5556.5,5556.5,2024-10-22
CAMP-01918,Email,SendGrid,Middle East & Africa,68499,16180,1387,190969.82,1478.66,1.07,2024-06-09
CAMP-01919,Email,SendGrid,Europe,38517,5007,280,46176.56,633.32,2.26,2023-04-11
CAMP-01920,Paid Ads,Google Ads,Middle East & Africa,73535,3169,209,34927.31,6521.3,31.2,2023-07-25
CAMP-01921,Affiliate,ShareASale,Asia Pacific,5511,542,61,9166.38,5478.08,89.8,2023-11-06
CAMP-01922,Affiliate,ShareASale,Europe,76333,13800,1513,243063.95,5491.32,3.63,2024-12-23
CAMP-01923,Social Media,LinkedIn,North America,14719,1082,109,27560.74,9623.05,88.28,2023-11-03
CAMP-01924,Paid Ads,YouTube Ads,Latin America,87956,4600,446,76749.78,12377.32,27.75,2024-08-16
CAMP-01925,Email,SendGrid,Middle East & Africa,64321,9481,396,58292.0,1078.62,2.72,2023-06-02
CAMP-01926,Social Media,Instagram,Europe,53687,4616,491,83745.21,11721.45,23.87,2024-04-30
CAMP-01927,SEO/Content,Content Hub,Latin America,6173,816,36,4204.56,2237.76,62.16,2024-04-17
CAMP-01928,Email,SendGrid,Europe,111664,27630,2819,583944.71,1891.72,0.67,2024-03-15
CAMP-01929,Affiliate,ShareASale,Europe,29230,5245,670,138525.07,4452.46,6.65,2024-03-25
CAMP-01930,SEO/Content,Blog,Asia Pacific,36230,3496,244,45817.4,2405.91,9.86,2023-05-23
CAMP-01931,Social Media,LinkedIn,North America,66054,2888,206,42697.75,10663.96,51.77,2024-05-26
CAMP-01932,Paid Ads,Bing Ads,Europe,17537,1307,85,24539.88,8026.33,94.43,2024-03-05
CAMP-01933,Influencer,TikTok Influencer,Middle East & Africa,126470,9406,585,41474.13,34716.82,59.34,2023-11-03
CAMP-01934,Email,HubSpot,North America,36545,3948,601,101736.6,2740.74,4.56,2023-05-23
CAMP-01935,Paid Ads,YouTube Ads,Latin America,9273,340,19,2078.98,5626.78,296.15,2023-07-29
CAMP-01936,Email,HubSpot,Latin America,237692,48788,3463,396291.53,1977.14,0.57,2023-07-12
CAMP-01937,Paid Ads,YouTube Ads,Asia Pacific,67574,5203,538,102611.41,15153.61,28.17,2023-04-06
CAMP-01938,Affiliate,Rakuten,Europe,17603,3067,146,27497.32,2738.91,18.76,2023-02-02
CAMP-01939,SEO/Content,Organic Search,North America,325994,149787,22832,7629569.8,9395.76,0.41,2023-07-11
CAMP-01940,Influencer,YouTube Influencer,Europe,57391,4643,235,48990.4,25897.74,110.2,2023-08-27
CAMP-01941,SEO/Content,Blog,Latin America,27064,4507,30,3788.31,3715.29,123.84,2023-02-28
CAMP-01942,Email,Mailchimp,Asia Pacific,39928,10807,1946,432775.3,2528.77,1.3,2024-02-25
CAMP-01943,Email,Mailchimp,Middle East & Africa,97924,5502,368,54308.55,2243.55,6.1,2024-03-04
CAMP-01944,Email,SendGrid,Europe,31545,6347,779,213933.97,2422.08,3.11,2023-05-14
